,id,label,review
9180,train_009182,1,"""Bán hàng fake không date, xài ngứa mặt trong khi hồi trước xài mua chỗ khác thì không bị ngứa   Inbox hỏi dù đang onl nhưng không rep  Mọi người tránh xa ra "" "
9647,train_009649,1,"""hàng bị hư không dùng đượcyêu cầu được đổi sản phẩm khác hoặc hoàn tiền"" "
4618,train_004618,1,"""sam pham qua te  ko nhu quan cao"" "
265,train_000265,1,"""Giao sai hàng cho khách "" "
11483,train_011486,1,"""Mới đầu mua về dán vô rất thích không còn phải nghe tiếng chân bàn ghế ma sát với sàn nhà nữa ( ở chung cư nên hơi bất tiện ) vì không thể kéo bàn kéo ghế đi được mà phải khiêng lên mới di chuyển được  Cơ mà được vài bữa thì tụi nó tróc ra hết  Không biết là do tụi nhỏ nó đẩy tới đẩy lui nên tróc hay là sản phẩm chỉ được có như zậy?"" "
4829,train_004829,0,""" Thời gian giao hàng rất nhanh Mẫu mã giống hình dệ thương"" "
4688,train_004688,0,"""Hàng chuẩn  Tks shop"" "
14834,train_014848,0,"""Bỉm dùng thích lắm  Bé mặc thoải mái cực"" "
9030,train_009032,0,"""Khá là xinh"" "
14161,train_014174,0,"""Shop phục vụ khá tốt Shop phục vụ rất tốt"" "
9202,train_009204,0,"""Sản phẩm dùng rất thích  Thoa lên đã mềm hẳn  Giá thì rẻ hơn các shop khác  Vote 5 sao"" "
2702,train_002702,0,"""Đóng gói chưa được kĩ lắm  nhưng nói chung ok ạ"" "
4625,train_004625,0,"""Tôi thì lại thấy thật là tuyệt vời, tiền nào của đó, tất cả trong 1 mà lại còn đẹp nữa  đúng sở thích, sẽ mua "" "
5391,train_005392,0,"""Giày rất xinh  Cho đi vào thời tiết lạnh này quá hợp luôn  Mỗi tội là 1 bé nhà m đi hay bị tuột gót chắc phải thiết kế thêm cái dây "" "
6971,train_006972,1,"""Giao hàng cực kì chậm  Sơn bị bong tróc quá nhiều"" "
4911,train_004911,1,"""Phí cả tiền  Ăn k khác gì cục đường trộn tí ớt với tí me  Ăn 1 miếng đã muốn nhè ra  Mình ngu si mua hẳn 15kg  Vưt đi cũng k tiếc"" "
7099,train_007100,0,"""Bình đẹp chắc chắn  Ống hút silicon mềm  Màu sắc cũng đẹp  Do loại to nên hơn nặng so với bé tí ti"" "
6243,train_006244,1,"""sản phẩm giống hình nhưng áo rộng dài còn quần ngắn không ưng ý laems"" "
5170,train_005170,1,"""Sản phẩm mua về không thể sử dụng được  Đồng hồ mua về chạy toàn sai thì mua làm gì  Shop kinh doanh không có uy tín ae đừng nên mua kẻo mất tiền oan giống mh "" "
13811,train_013822,1,"""""Ôi, Spen, Apple ơi là Apple  Sao Ifan kg nói gì với Pencil nhỉ?"""" "
9888,train_009891,1,""" Đóng gói sản phẩm kém đặt màu trắng giao màu đen lót giày to cộm hết lên"" "
2244,train_002244,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn vớ siêu đep"" "
9662,train_009664,0,""" Chất lượng sản phẩm tốt  Mẫu mã đẹp dễ thương  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt"" "
9899,train_009902,0,"""""Pin máy được nhà Sx rất kỳ vọng , là ưu điểm mạnh của máy, bác thử xem lại cấu hình như wifi, 3G, độ sáng màn hình, Gps, các tính năng dùng Senser xem đã hợp lý chưa, máy có nhiều chức năng mới lạ, bác làm quen dần, ae dùng JMP thường càng dùng càng hiểu và thấy nhiều cái hay, cái tỷ mỉ mà người nhật họ đưa vào, khi đã hiểu rùi sẽ làm chủ dc ""em ý"" khi đó sẽ thấy ""iu JMP"" thui a, thường ae chơi JMP hay nói vậy, không biết thích ""em"" từ khi nào , như càng dùng càng thấy thân quen , tiện lợi"""" "
7090,train_007091,1,"""Ghi là 10 số cho đầu số 05 đúng là lừa đảo"" "
2984,train_002984,0,""" Thời gian giao hàng rất nhanh  Được shop tăng qua nữa e rất la zui  Cảm ơn chi nhiu Hết e lai ủng hộ típ"" "
11466,train_011469,0,"""Có hóa đơn kèm shop chu đáo phục vụ tốt trả lời tin nhắn dễ thương ^^  Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời"" "
4104,train_004104,1,"""mk mua màu số 2 nhìn ảnh thì là màu cam  khi đánh lên lại là màu hồng giao hàng nhanh  nh chất lượng k đc như yêu cầu, son rất khô đúng là hình ảnh chỉ mang tính chất minh họa"" "
14714,train_014727,0,"""Shop đóng gói và chăm sóc kh khá cẩn thận"" "
12549,train_012554,1,"""khong tốt  ngọn lủa qua nhỏ ko đủ nhiệt  ko nên mua"" "
5067,train_005067,1,"""Mua về mà bị vỡ mất rồi  Shop cx k có hoàn lại"" "
6602,train_006603,0,"""giao hàng siêu nhanh chuẩn auth  cảm ơn shop nhiều nhé "" "
6954,train_006955,0,"""Giày đẹp! Nhưng không biết bền hay không!"" "
2540,train_002540,1,"""tiki đóng gói sản phẩm rất tệ để trong thùng lại không bọc đc một cái bọc để tránh dơ sách  Sách bị ướt lại còn rất dơ"" "
6594,train_006595,0,"""Mình mua 1 bộ+2cai A1 A2 lẻ vì bị chó cắnchủ shop siêu dễ th nhiệt tình hàm này rất tốt mình dùng đc 2 tháng chưa chuyển biến nhiều nhưng có kết quả ạ mn kiên trì dùng A2 tầm 34 tháng và đeo A3 sẽ cứng hơn thấy kết quả rõ hơn  Mình khuyên các bạn nên mua 2 bộ vì để vệ sinh ạ  Mới dùng khá đau nhé"" "
5938,train_005939,1,"""Sản phẩm khác hình trong shop  Chiếu lụa điều hoà ko ưng ý"" "
12750,train_012756,0,"""To hơn so với tưởng tượng nhìn xịn ghê"" "
1950,train_001950,0,""" Chất lượng sản phẩm tuyệt vời! Bánh thơm lắm! Con em vừa ăn vừa rung đùi :)))"" "
9667,train_009669,0,""" Thời gian giao hàng rất nhanh San phẩm như hình"" "
3007,train_003007,1,"""Hàng mới nhận mở ra xem thì trầy xước hết rồi shop ơi  Cái này giống hàng trưng bày hay sao á  Vali mới mà trầy hết trơn à  "" "
5632,train_005633,1,"""Không tự ngắt khi đóng ngõ ra không dùng để tăng áp cho máy giặt được  Dùng để rửa xe chắc là ok vì áp lực đầu ra khá lớn "" "
11156,train_011159,1,"""Chất lượng sách quá kém so với cái giá 165 000đ giấy mỏng màu như sách cũ  Thiếu thông tin về kích thước sách "" "
8179,train_008180,1,"""K lưu hương tắm xong ra là vài phút hết liền"" "
7832,train_007833,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền nhưng sao không có phiếu bảo hành ạ"" "
9285,train_009287,0,"""Sp mới dùng tốt"" "
2084,train_002084,0,""" Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh máy sử dụng siêu thíchda mình thấy sạch mướt dã man "" "
3923,train_003923,0,"""Sản phẩm cấp nước rất tốt    Rất đáng tiền"" "
3256,train_003256,0,""" Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn  Date mới  túi bỉm không rách không ẩm   Mình sẽ mua dài dài"" "
6977,train_006978,1,"""Cực kì bức xúc về cách đóng gói hàng của shop Trước khi đặt hàng mình đã nói với chị chủ shop là đây là hàng mua tặng nên cái box rất quan trọng chị gói hàng kỹ giùm mình  Thế mà hàng mình nhận được chỉ bọc mỗi cái bọc nilon mỏng dính bên ngoài như thế này thì sao mà dám mang đi tặng được đây???"" "
7149,train_007150,1,"""Lừa nhau à shop"" "
4282,train_004282,0,"""Rv cho bạn nào quan tâm  Shop đóng gói chắc chắn  Số lượng đủ   Bioaqua chiếm đa số ( 27 ) , kế đến bisutang ( 18)  Còn lại mấy hãng mình k rõ lắm  Shop cũng đa dạng các loại để khách dùng thử  Giá quá phù hợp cho mask trung  👌🏻👌🏻👌🏻"" "
186,train_000186,0,"""Dầu rất thơm bỏ vào máy phun sương khuếch tán thơm cả phòng luôn  cảm ơn shop đã đem đến một sản phẩm thiết thực"" "
4187,train_004187,0,"""Hàng chất lượng uy tín có nguồn gốc rõ ràng nên rất yên tâm  Chị chủ nhiệt tình lắm lắm!! Hên là gặp dc shop uy tín để mua lâu dài!! Ahihi"" "
12167,train_012171,1,"""Máy xay đóng gói ok không bị vỡ nhưng máy cắm điện vào thì không hoạt động gì cả Máy hỏng không hoạt động "" "
4640,train_004640,1,"""10 túi trữ sữa tặng kèm là loại hàng khác  Mọi người mua thì chú ý nhé  Mình cứ tưởng là cùng 1 loại cơ  Đúngmlaf hàng tặng"" "
5877,train_005878,1,"""nhạt                                                           "" "
9340,train_009342,1,"""Giao hàng không đúng đt thì nói hết đợt   Không đúng kích thước  Không đúng màu  Không đúng hình ảnh đã đăng "" "
3471,train_003471,0,""" Chất lượng sản phẩm tuyệt vờingon lắm shop ak"" "
2994,train_002994,0,"""sữa về liền sau khi shop hướng dẫn nhưng đúng như shop nói làm mẹ thì phải kiên trì và mình đã thành công sẽ gắn bó lâu dài"" "
9324,train_009326,0,"""Thảm đẹp vừa với giá tiền"" "
7119,train_007120,1,"""Xấu "" "
13953,train_013966,0,""" Chất lượng sản phẩm tuyệt vời nhưng ko hiểu sao size ko chuẩn size to hơn bình thường 2 số  Bình thường mình mang 37mà mình đặt mua 36 nhưng mang vẫn rộng rinh"" "
620,train_000620,1,"""Hàng hỏng không sạc được không nên mua"" "
2898,train_002898,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh"" "
3496,train_003496,0,""" Thời gian giao hàng rất nhanh Rất đáng tiền Vải rất mềm rất ấm"" "
4850,train_004850,0,"""Raat đẹp"" "
4585,train_004585,0,""" Chất lượng sản phẩm tuyệt vời   Rất đáng tiền  Shop phục vụ rất tốt  Thời gian giao hàng rất nhanh"" "
10596,train_010599,1,"""Đầu tiên phải cảm ơn TIKI về khoản giao hàng rất nhanh!Mấy lần trước tiki giao có bọc mút và bị rất cẩn thận, sao lần này chỉ có mỗi hộp thôi, mở ra thì có vài quyển của mình bị móp các góc  Sách  bìa đẹp, nhưng chất lượng giấy tệ quá, giấy mỏng và sần sần  Mình chưa đọc nội dung sẽ nhận xét sau!"" "
911,train_000911,0,"""Hết hàng nên k đánh giá được chất lượng"" "
821,train_000821,0,"""Shop làm việc chu đáo, nhiệt tình  Chất lượng sản phẩm tuyệt vời"" "
6290,train_006291,0,""" Chất lượng sản phẩm tuyệt vời  Hộp có hơi móp nhưng chắc do bên vận chuyển nhưng vẫn cho shop 5 sao"" "
6321,train_006322,0,"""Shop gói hàng rất cẩn thận  Bao bọc rất nhiều lớp và kĩ lưỡng   Sản phẩm này mình đã dùng rồi, rất ổn so với giá  Thời gian giao hàng rất nhanh "" "
6480,train_006481,0,"""Giày đẹp nhưng mình đi hơi rộng  Bình thường vừa size 36 thì giày này đi 35 vừa  Thất vọng chút nhưng vẫn cho shop 5 sao "" "
10336,train_010339,1,"""""Uh  Nếu coi tít báo rồi thấy cái nào hay thì mở ip ra coi  Nhưng nói chung mình cảm thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu, mà chủ yếu nhận noti sms, email, time là chính  Ngay cả cái thời tiết hay nhịp tim cũng chẳng quan tâm mấy đâu  Sau này thời lượng pin với cả màn hình aw to lên nữa thì mới nhiều ứng dụng đc  Hiện tại mình thấy ko cần co dù mình sống ở úc   """" "
13506,train_013517,1,"""giày ko đc chắc cho lắm ở gót thì muốn bung ra có thể đổi trả đc ko shop ?"" "
11166,train_011169,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn  Lúc đầu sản phẩm hơi khó dùng chưa nhận lúc sau thì mới sử dụng dc"" "
12891,train_012897,0,""" Chất lượng sản phẩm tuyệt vời! mỗi tội đạt 2l mới đc "" "
5915,train_005916,1,"""Nếu đã nói đến bảo tồn và tôn tạo là phải cố gắng giữ nguyên như thiết kế ban đầu của nó  "" "
6608,train_006609,1,"""Vải thun k phải vải cotton k đẹp như hình"" "
8668,train_008669,0,"""Chụp ban đêm rõ phết ít có hạt"" "
8607,train_008608,1,"""Phục vụ như cứt bán còn ăn bớt nữa chứ đừng ai mua hết nha má có món đồ 10000đ à mà làm ăn có tâm ghê nhắn tin hỏi đéo trả lời vậy mà khi đặt đồ nhắn tin cái bay vào trả lời liền   chúc Shop buôn may bán đắt nha  Lòng từ bi của t có giới hạn :))"" "
12768,train_012774,0,"""Ngon  Nhanh  Sẽ mua tiếp "" "
14864,train_014878,0,"""Không trắng tí nào  Đóng gói Ok "" "
6638,train_006639,0,"""Nhu trong hình"" "
6834,train_006835,0,"""Xay tốt   "" "
2112,train_002112,0,"""Hàng chuẩn mà giá thì cứ phải gọi là quá ok (mình đã gửi Mail cho hãng và được hãng xác nhận) nên mọi người có thể yên tâm Tư vấn nhiệt tình, đóng gói rất cẩn thận và giao hàng siêu nhanh lại còn đc tặng Sample Đây là lần thứ 2 đặt niềm tin vào cỏ và ko hề thất vọng  Sẽ gắn bó với Cỏ lâu dài ^^"" "
5205,train_005205,1,""" Chất lượng sản phẩm rất kém  Sử dụng không được "" "
14522,train_014535,0,"""Sp đẹp y hình giao hàg hơi lâu phù hợp vs giá tiền"" "
7820,train_007821,1,""" Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Giao nhầm vị bạc hà sang vị nho! Không thích"" "
7368,train_007369,1,"""Sản pham sài  không Dược "" "
2663,train_002663,1,"""Hàng bị tráo  Mà shop cứ khăng khăng bảo m không biết gì  Mã số trong hộp trà và vỏ hộp không giống nhau  Nhận được hàng vỏ hộp bị bóc seal và dán lại băng băng dính trắng  Đít hộp thì bị khui"" "
2010,train_002010,0,"""Giáo hàng có chậm trễ nhưng đc cái ưng ý về chất lượng   Kg giống nơi khác giao hàng gần hết date"" "
6998,train_006999,1,"""Vai hơi rộng ti "" "
10610,train_010613,0,"""Chất lượng sản phẩm tuyệt rất đẹp nhé :) giao hàng cũng nhanh nữa :) nói chung là hài lòng lắm nhé shop :)"" "
13646,train_013657,0,"""Sản phẩm giống hình tốt"" "
4927,train_004927,0,""" Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn ❤ "" "
6319,train_006320,1,"""Cáp nhận được không có tem dán bảo hành của ankervn như các sản phẩm Anker khác tôi đã mua  Không hiểu khi lỗi thì bảo hành kiểu gì?"" "
5827,train_005828,1,"""Hình thì bao bì đẹp mắt  Mà nhận đc hàng là 1 cái bọc nhìn k mê được  K bao bì  K nhãn mác   K tên "" "
12471,train_012476,0,"""Tuyệt vời ông mặt zời !!!! Dễ sử dụng đơn giản ko loằng ngoằng dây zợ !!! Wifi căng đét"" "
3436,train_003436,1,"""Khô gà quá cứng  Mùi hơi lạ  K ngon  "" "
5136,train_005136,0,"""Ốp đẹp hơn trong hình rất bao máy  Nói chung là mình rất ưng sản phẩm  Sẽ ủng hộ shop nhiều 👍🏻👍🏻"" "
10903,train_010906,0,"""Chất lượng tốt  Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời"" "
1331,train_001331,0,"""Quạt tốt nhưng pin tặng kèm hơi kém"" "
9658,train_009660,0,"""Rẻ đẹp  Mình thích  Giao hàng khá nhanh"" "
243,train_000243,1,"""ko biet có ảnh huong sức khoe gia đình k"" "
13613,train_013624,1,"""Cá nhân mình không thích truyện này truyện nhạt văn phong trần trụi "" "
11286,train_011289,1,"""Hàng không đáng đồng tiền bỏ ra    Gửi không đúng số theo yêu cầu đặt   "" "
3546,train_003546,1,"""Như 1 sự tiếp theo của “Tôi là Beto” – tác phẩm kể về những sự việc xảy ra xung quanh thế giới chú cún Beto thì tác phẩm “Có 2 con mèo bên cửa sổ” là tác phẩm kể về những sự việc trong xoay quanh thế giới  những con mèo Thế giới ấy, những con mèo, con chuột xung quanh trở nên sống động, đầy tính cách như những con người với những tên Mèo Gấu, Áo Hoa, giáo sư chuột cống, Tí hon, … Tôi có chút bị thu hút bởi những dòng thơ: """"Có hai con mèo ngồi bên cửa sổ Một con ngồi yên một con đổi chỗ"""" Thế nhưng tôi thật sự thất vọng sau khi đọc tác phẩm này  Mạch truyện quá nhẹ nhàng bình dị đến gần như nhàm chán  Nếu như ai không thích tác phẩm “Tôi là Beto” như tôi thì có lẽ cũng sẽ không thích tác phẩm này "" "
4316,train_004316,1,"""Shop giao thiếu hàng khách phản hồi chỉ bảo giao thiếu nhưng shop còn thái độ chẳng to tát gì cái bánh đâu mà sợ khách bắt bù"" "
5429,train_005430,1,""" Rất không đáng tiền đồng hồ tuy đẹp vs sang trọng nhưng ngâm nước tầm 2p đã vô nước"" "
1680,train_001680,0,"""Hợp với giá tiền 👍"" "
5266,train_005267,1,"""Ăn 5 hạt thì thối 4 hạt Chất lượng sản phẩm rất kém"" "
14601,train_014614,1,"""Cảm quan bịch bỉm giống voi loại m dang dùng nhưng khi dùng 1 miếng r thì thấy khác biệt rất rõ  Bỉm thấm hút kém khi thấm vón cục lổn nhổn  Bỉm thường vón hạt hút ẩm sẽ đông lại giống như thạch nhưng ở đây lại xh vón cục  Mùi khó chịu  Thấy fs nên ham rẻ mua ai dè    k dám dùng tiếp cho con"" "
10416,train_010419,1,"""T đắp xong thấy mặt nổi mụn da t là dạng bôi j cũng dc cực ít khi có mụn đắp xong thấy mặt cứ lầm tấm y  "" "
2750,train_002750,1,"""Kêu gửi màu hồng lại gửi màu xanh Mà vỏ hộp còn bị rách     Chán    "" "
6741,train_006742,0,""" Chất lượng sản phẩm tuyệt vời  Đúng như hình nhé"" "
1401,train_001401,0,"""Rất tốt  Giao hàng nhanh đúng sản phẩm sim4g VD89 12 tháng"" "
10704,train_010707,1,"""Khoảng 3 4 ngày đầu dùng bình thường tốc độ phản hồi như phím có dây  Sau đó những lần trễ lag càng ngày càng tăng dù lần nào dùng xong cũng nâng niu tắt phím on off :)) Mình quay lại video trong 5p mà lag lên lag xuống gõ xong chờ 1 lúc chữ mới chạy còn chạy lung tung và không xóa được  Gọi tiki thì phản hồi vừa sang ngày thứ 8 không được trả lại  Mình đồng ý bảo hành vì ban đầu cũng không để ý ngày và vụ trả hàng 7 ngày này  Ngày hôm sau là 14/9 1 cậu kỹ thuật gọi lại hẹn sẽ cho người qua nhận lại  Đến giờ đã qua nửa tháng vẫn chưa thấy tăm hơi và mình phải dùng lại bàn phím dây cũ vì cái bàn phím này cứ đang dùng thì nó đơ luôn  Bỏ hơn 300k ra dùng được mấy bữa"" "
7809,train_007810,0,"""Chưa biết công hiệu ra sao nhưng miếng dán nóng đã lắm  Ngồi yên 1 chỗ mần việc thì spham này quá tốt "" "
15191,train_015205,0,""" Chất lượng sản phẩm tuyệt vời  Thất vọng vì cái hộp quá  Nát bét luôn :(   giao hàng nhanh"" "
5012,train_005012,1,"""Shop làm ăn thiếu trách nhiệm  Bật deal cho khách săn đến khi khách săn được thì cố ý gửi thiếu hàng  Đặt ca nấu mì kèm móc dán chịu lực  Xong gửi mỗi móc dán -_- Bực m thực sự !!!!! "" "
15632,train_015646,1,"""Bán hàng mà đợi trả card mấy ngày nhắn tin không thấy trả lời luôn  "" "
3882,train_003882,0,""" Thời gian giao hàng rất nhanh Mẫu balo đẹp Nhỏ gọn & tiện dụng"" "
10958,train_010961,1,"""C j đã chập chờn lúc chạy lúc k"" "
11337,train_011340,0,"""Đẹp   còn chờ thời gian sử dụng"" "
12211,train_012215,0,"""Giày đi rất êm chân lên dáng xinh cực kỳ  Chất liệu tốt  Cao nhưng đi chắc chắn và dễ chịu chứ không bị dốc chân chút nào  Shop giao hàng mhanh và gói hàng cẩn thận lắm nhé! Chúc shop luôn đông khách nhé! 💐"" "
4139,train_004139,1,"""Đây là sách viết không có phân tích khoa học và chuyên sâu nên không làm rõ được phương pháp cụ thể để áp dụng cho cha mẹ Việt Đọc chơi thì được chứ để học theo thì mình thấy quá bình thường "" "
10519,train_010522,1,"""nghe gọi ko rơ"" "
15456,train_015470,0,""" Thời gian giao hàng rất nhanh nhưng nhìn áo có vẻ cũ  Mấy cái mác bị bôi xóa  Ko hiểu tại sao "" "
3291,train_003291,1,"""Đặt 7 plus shop gửi 6s plus dán lệch camera   "" "
15641,train_015655,1,"""Hàg k xài đc  Nt shop k tl qá coi thuờg khách hàg"" "
1884,train_001884,1,"""Khổ sở vì cái tem  Sk8 hi all white mà tem màu đỏ  Trong khi ảnh của shop tem đen trắng  Khi mình thắc mắc thì nói mình nhìn nhầm :)) ảnh rõ thế kia mà kêu nhìn nhầm? Tuôi làm sao mang đôi all white tem đỏ này đây :)))) shop rep rất chậm  Shop bảo chỉ có tem đỏ  Nếu bạn mua all white thì dẹp đi "" "
11541,train_011544,1,"""J kì v trời mình đặt hàng 2 lần lần thứ nhất ko thấy hàng đâu lần thứ 2 hệ thống shopee báo đã nhận được hàng mà mình đã nhận đâu chứ có thấy hàng đâu ko nghe shipper gọi lun  Làm ăn j kì v trời😡😡😡"" "
2046,train_002046,0,"""Ngon lắm ạ "" "
12287,train_012291,1,"""hàn k đu phụ kiên nhu noi  ma k phai han chinh hãng đau cac ban oi"" "
212,train_000212,0,"""""Tôi xài M7 từ lúc mới ra tới giờ, ko có lý do gì để đổi máy khác, phần cứng và phần mềm rất tuyệt vời  Tôi vô tình làm rớt từ độ cao hơn 1 m ko dưới 10 lần mà giờ sử dụng vẫn ok ngoài cái võ bị xước"""" "
8473,train_008474,0,"""Đóng gói sản phẩm rất đẹp và rất rất chắc chắn  Chắc đến mực ko thể bẹp luôn bọc kĩ quá k biết hàng mình có gì luôn  Thời gian giao hàng siêu siêu nhanh  K kịp trở tay lấy hàng "" "
2023,train_002023,0,"""Màu lên đẹp cực ^…^"" "
10948,train_010951,0,""" Thời gian giao hàng rất nhanh rất đáng tiền    Shop phục vụ rất tốt  Đóng gói sản phẩm rất đẹp và chắc chắn  Tóm Lại Chất lượng sản phẩm tuyệt vời"" "
9360,train_009362,1,"""Sản phẩm không giống với hình ảnh đã đăng tải"" "
11829,train_011832,0,"""Son chuẩn auth  Lên môi đẹp  Chất son mềm, mịn  Hai màu yêu nhất của mình  Giá lại siêu ưng  Cảm ơn shop nhiều ạ 😘😘😘😘 #shopeehaul"" "
304,train_000304,0,""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh  Đóng gói k kỹ cho lắm "" "
12441,train_012446,0,""" Shop phục vụ rất tốt  Đặt sim 11 số shop tặng luôn 10 số"" "
12061,train_012064,0,""" Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền"" "
4134,train_004134,1,"""Cường lực full màn hình nhưng phần màu đen lại là nhựa dẻo??"" "
783,train_000783,1,"""Phom nhỏ  Chân 365 mang 37 Kg vừa    Nhắn tin quá trời nhờ shop đổi dùm   Shop không là không   "" "
389,train_000389,0,""" Chất lượng sản phẩm tuyệt vời nước hoa mùi thơm tươi mát dễ chịu"" "
13252,train_013261,0,"""Chiếc đồng hồ t2 mua của shop  Đồng hồ đẹp lắm ạ "" "
6274,train_006275,0,"""- Chất lượng sản phẩm tuyệt vời - Hàng rất đẹp rất ưng ý😍😍😍"" "
1254,train_001254,1,"""Sản phẩm bị lỗi k dùng đc quá tệ"" "
9100,train_009102,1,"""Mới mua ze nhưng cắm điện k đỏ đèn  K sử dụng dc "" "
5327,train_005328,1,"""Vãi cả ra     đồng hồ mới nhậ j mà rớt cái hột đá ở số 8 mất oy   wa tệ Rất không đáng tiền "" "
4194,train_004194,0,"""Cảm ơn shop   Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn"" "
8218,train_008219,0,"""Giá cả phù hợp với tiền"" "
10418,train_010421,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vờ"" "
16022,train_016036,0,"""đỡ lag hơn 9 3 1 nhiều mà   "" "
7633,train_007634,1,"""Nếu đã không muốn tặng thì Tiki tốt nhất đừng khuyến mại còn nếu đã đăng khuyến mại thì phải thực hiện  Cái túi khuyến mại thực không đáng bao nhiêu nhưng lại có thể thể hiện chữ “Tín” đấy Tiki ạ Còn về mặt sản phẩm thì miễn bàn  “Apple Trung Quốc” vốn nổi tiếng giá rẻ hàng ngon rồi "" "
7242,train_007243,0,"""Quần hơi ngắn chất ổn"" "
5979,train_005980,1,"""sip dat"" "
7761,train_007762,1,"""""Pin tồi tàn quá"""" "
12918,train_012924,1,"""Treo đầu dê bán thịt chó"" "
14024,train_014037,0,"""Chất liệu cotton rat ok biết thế mua 2-3 bộ đỡ mất ship"" "
11992,train_011995,1,"""Giao thiếu hàng sát thì cho sai k gọi đc"" "
10588,train_010591,0,""" Chất lượng sản phẩm tuyệt vờisẽ tiếp tục ủng hộ"" "
15937,train_015951,1,""" Đóng gói sản phẩm kém  Hộp bị bung rời ra"" "
1855,train_001855,0,"""Giày rất đẹp rất đáng tiền "" "
9169,train_009171,0,"""Lon bia bị méo móp rất nhiều shop lưu ý vấn đề này "" "
8137,train_008138,1,"""THỜI GIAN BẢO HÀNH LÂU  THIẾT BỊ BẢO HÀNH VẪN LỖI KHÔNG NHẬN BLUETOOTH"" "
12854,train_012860,1,"""Hàng bị lỗi có thể đổi đôi khác không "" "
3602,train_003602,1,"""sạc ip6+ mà được 4 lần ngang với cục sạc xiaomi 10000"" "
12550,train_012555,1,"""ko có hướng dẫn toàn chữ tàu khựa chơi liên minh ko đc đt shop éo bắt máy"" "
14203,train_014216,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn  Chất lượng sản phẩm tuyệt vời  Shop phục vụ rất tốt  Rất đáng tiền  Thời gian giao hàng rất nhanh 💕"" "
4615,train_004615,1,""" Chất lượng sản phẩm rất kém! Ms mua đc 2 ngày mà nước đã vào! Kim thì bị rơi ! Quá tệ! Thề ko bao gioè mua đồ shopee nữa! "" "
2638,train_002638,0,"""Mới nhận hàng nói chung là dùng khá sướng nhưng tay minh hơi ngắn hay bị kích vào nút chỉnh tốc độ  Sp khá đẹp  Với giá này là sp tốt lắm rùi  "" "
6729,train_006730,0,"""Sản phẩm đóng gói tốt cho kết quả khá chính xác"" "
12204,train_012208,0,"""Lần 2 mua mì ở đây  Vừa rẻ vừa ngon  So với việc ra siêu thị mua 35 000 ngàn 1 gói thì rẻ hơn nhiều Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh"" "
3010,train_003010,0,""" Chất lượng sản phẩm tuyệt vời Lần 2 mua ở shop này   Rất tin tưởng"" "
4017,train_004017,0,"""Chưa sử dụng nên chưa biết ntn"" "
2016,train_002016,0,"""Giày rất đẹp y như hình  Để đi 1 thời gian mới biết có bền không "" "
3750,train_003750,0,"""Giày đi êm chân   Rất đáng tiền"" "
15563,train_015577,0,"""Mua hoài mua hoài hehe"" "
6529,train_006530,0,"""Shop đóng gói cẩn thận  Mở hộp ra thấy mặt nạ thích lắm ý"" "
7732,train_007733,1,"""Sạc không dùng đc  "" "
11551,train_011554,1,"""""chụp ban ngày mà bết dã man thế"""" "
1819,train_001819,0,"""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ tack så mycket 😊"" "
